date,channel,campaign,spend,date_quarter,date_month_name,date_day_name,date_day_of_week,date_week,date_hour,date_is_weekend
2025-03-01 00:00:00+00:00,Google Ads,Generic Search,2240.31,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Facebook Ads,Retargeting,4715.28,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Tiktok Ads,Awareness Blast,1118.84,1,March,Saturday,5,9,0,True
2025-03-01 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Saturday,5,9,0,True
2025-03-02 00:00:00+00:00,Google Ads,Competitor Search,2034.8,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Facebook Ads,Winter Sale,1010.63,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Tiktok Ads,UGC Campaign,4661.12,1,March,Sunday,6,9,0,True
2025-03-02 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Sunday,6,9,0,True
2025-03-03 00:00:00+00:00,Google Ads,Brand Search,4448.03,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Facebook Ads,Retargeting,1660.74,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Tiktok Ads,UGC Campaign,3469.93,1,March,Monday,0,10,0,False
2025-03-03 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Monday,0,10,0,False
2025-03-04 00:00:00+00:00,Google Ads,Brand Search,4177.5,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Facebook Ads,Winter Sale,2998.4,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Tiktok Ads,Influencer Push,2883.43,1,March,Tuesday,1,10,0,False
2025-03-04 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Tuesday,1,10,0,False
2025-03-05 00:00:00+00:00,Google Ads,Competitor Search,1588.34,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Facebook Ads,Retargeting,918.96,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Tiktok Ads,Influencer Push,4537.47,1,March,Wednesday,2,10,0,False
2025-03-05 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Wednesday,2,10,0,False
2025-03-06 00:00:00+00:00,Google Ads,Brand Search,4551.88,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Facebook Ads,Retargeting,3348.96,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Tiktok Ads,Awareness Blast,2025.63,1,March,Thursday,3,10,0,False
2025-03-06 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Thursday,3,10,0,False
2025-03-07 00:00:00+00:00,Google Ads,Brand Search,2071.44,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Facebook Ads,Retargeting,3766.8,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Tiktok Ads,UGC Campaign,4537.0,1,March,Friday,4,10,0,False
2025-03-07 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Friday,4,10,0,False
2025-03-08 00:00:00+00:00,Google Ads,Brand Search,4491.89,1,March,Saturday,5,10,0,True
2025-03-08 00:00:00+00:00,Facebook Ads,Lookalike Audience,4009.44,1,March,Saturday,5,10,0,True
2025-03-08 00:00:00+00:00,Tiktok Ads,UGC Campaign,3389.14,1,March,Saturday,5,10,0,True
2025-03-08 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Saturday,5,10,0,True
2025-03-09 00:00:00+00:00,Google Ads,Brand Search,878.63,1,March,Sunday,6,10,0,True
2025-03-09 00:00:00+00:00,Facebook Ads,Winter Sale,1227.33,1,March,Sunday,6,10,0,True
2025-03-09 00:00:00+00:00,Tiktok Ads,Influencer Push,4543.49,1,March,Sunday,6,10,0,True
2025-03-09 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Sunday,6,10,0,True
2025-03-10 00:00:00+00:00,Google Ads,Generic Search,3228.93,1,March,Monday,0,11,0,False
2025-03-10 00:00:00+00:00,Facebook Ads,Retargeting,541.39,1,March,Monday,0,11,0,False
2025-03-10 00:00:00+00:00,Tiktok Ads,Influencer Push,956.62,1,March,Monday,0,11,0,False
2025-03-10 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Monday,0,11,0,False
2025-03-11 00:00:00+00:00,Google Ads,Brand Search,3485.76,1,March,Tuesday,1,11,0,False
2025-03-11 00:00:00+00:00,Facebook Ads,Winter Sale,522.78,1,March,Tuesday,1,11,0,False
2025-03-11 00:00:00+00:00,Tiktok Ads,Awareness Blast,1223.64,1,March,Tuesday,1,11,0,False
2025-03-11 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Tuesday,1,11,0,False
2025-03-12 00:00:00+00:00,Google Ads,Generic Search,2969.3,1,March,Wednesday,2,11,0,False
2025-03-12 00:00:00+00:00,Facebook Ads,Retargeting,3613.53,1,March,Wednesday,2,11,0,False
2025-03-12 00:00:00+00:00,Tiktok Ads,Awareness Blast,3433.83,1,March,Wednesday,2,11,0,False
2025-03-12 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Wednesday,2,11,0,False
2025-03-13 00:00:00+00:00,Google Ads,Generic Search,1509.21,1,March,Thursday,3,11,0,False
2025-03-13 00:00:00+00:00,Facebook Ads,Lookalike Audience,3704.81,1,March,Thursday,3,11,0,False
2025-03-13 00:00:00+00:00,Tiktok Ads,UGC Campaign,1567.62,1,March,Thursday,3,11,0,False
2025-03-13 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Thursday,3,11,0,False
2025-03-14 00:00:00+00:00,Google Ads,Brand Search,1964.3,1,March,Friday,4,11,0,False
2025-03-14 00:00:00+00:00,Facebook Ads,Winter Sale,3859.21,1,March,Friday,4,11,0,False
2025-03-14 00:00:00+00:00,Tiktok Ads,Awareness Blast,3423.35,1,March,Friday,4,11,0,False
2025-03-14 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Friday,4,11,0,False
2025-03-15 00:00:00+00:00,Google Ads,Brand Search,4321.51,1,March,Saturday,5,11,0,True
2025-03-15 00:00:00+00:00,Facebook Ads,Lookalike Audience,3459.26,1,March,Saturday,5,11,0,True
2025-03-15 00:00:00+00:00,Tiktok Ads,UGC Campaign,3057.39,1,March,Saturday,5,11,0,True
2025-03-15 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Saturday,5,11,0,True
2025-03-16 00:00:00+00:00,Google Ads,Competitor Search,921.54,1,March,Sunday,6,11,0,True
2025-03-16 00:00:00+00:00,Facebook Ads,Retargeting,2154.72,1,March,Sunday,6,11,0,True
2025-03-16 00:00:00+00:00,Tiktok Ads,Influencer Push,1693.41,1,March,Sunday,6,11,0,True
2025-03-16 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Sunday,6,11,0,True
2025-03-17 00:00:00+00:00,Google Ads,Competitor Search,1597.95,1,March,Monday,0,12,0,False
2025-03-17 00:00:00+00:00,Facebook Ads,Retargeting,4878.55,1,March,Monday,0,12,0,False
2025-03-17 00:00:00+00:00,Tiktok Ads,UGC Campaign,2268.94,1,March,Monday,0,12,0,False
2025-03-17 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Monday,0,12,0,False
2025-03-18 00:00:00+00:00,Google Ads,Brand Search,4514.21,1,March,Tuesday,1,12,0,False
2025-03-18 00:00:00+00:00,Facebook Ads,Lookalike Audience,3340.12,1,March,Tuesday,1,12,0,False
2025-03-18 00:00:00+00:00,Tiktok Ads,Influencer Push,4076.65,1,March,Tuesday,1,12,0,False
2025-03-18 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Tuesday,1,12,0,False
2025-03-19 00:00:00+00:00,Google Ads,Brand Search,2761.87,1,March,Wednesday,2,12,0,False
2025-03-19 00:00:00+00:00,Facebook Ads,Lookalike Audience,3096.07,1,March,Wednesday,2,12,0,False
2025-03-19 00:00:00+00:00,Tiktok Ads,Influencer Push,2716.33,1,March,Wednesday,2,12,0,False
2025-03-19 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Wednesday,2,12,0,False
2025-03-20 00:00:00+00:00,Google Ads,Generic Search,1378.59,1,March,Thursday,3,12,0,False
2025-03-20 00:00:00+00:00,Facebook Ads,Winter Sale,3751.03,1,March,Thursday,3,12,0,False
2025-03-20 00:00:00+00:00,Tiktok Ads,UGC Campaign,1763.48,1,March,Thursday,3,12,0,False
2025-03-20 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Thursday,3,12,0,False
2025-03-21 00:00:00+00:00,Google Ads,Competitor Search,609.42,1,March,Friday,4,12,0,False
2025-03-21 00:00:00+00:00,Facebook Ads,Lookalike Audience,3404.63,1,March,Friday,4,12,0,False
2025-03-21 00:00:00+00:00,Tiktok Ads,Influencer Push,1297.0,1,March,Friday,4,12,0,False
2025-03-21 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Friday,4,12,0,False
2025-03-22 00:00:00+00:00,Google Ads,Generic Search,4732.06,1,March,Saturday,5,12,0,True
2025-03-22 00:00:00+00:00,Facebook Ads,Lookalike Audience,4792.68,1,March,Saturday,5,12,0,True
2025-03-22 00:00:00+00:00,Tiktok Ads,UGC Campaign,4616.89,1,March,Saturday,5,12,0,True
2025-03-22 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Saturday,5,12,0,True
2025-03-23 00:00:00+00:00,Google Ads,Generic Search,2165.71,1,March,Sunday,6,12,0,True
2025-03-23 00:00:00+00:00,Facebook Ads,Winter Sale,569.55,1,March,Sunday,6,12,0,True
2025-03-23 00:00:00+00:00,Tiktok Ads,UGC Campaign,4677.43,1,March,Sunday,6,12,0,True
2025-03-23 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Sunday,6,12,0,True
2025-03-24 00:00:00+00:00,Google Ads,Brand Search,2426.83,1,March,Monday,0,13,0,False
2025-03-24 00:00:00+00:00,Facebook Ads,Retargeting,4849.95,1,March,Monday,0,13,0,False
2025-03-24 00:00:00+00:00,Tiktok Ads,Awareness Blast,4836.29,1,March,Monday,0,13,0,False
2025-03-24 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Monday,0,13,0,False
2025-03-25 00:00:00+00:00,Google Ads,Competitor Search,4338.54,1,March,Tuesday,1,13,0,False
2025-03-25 00:00:00+00:00,Facebook Ads,Lookalike Audience,1825.02,1,March,Tuesday,1,13,0,False
2025-03-25 00:00:00+00:00,Tiktok Ads,Awareness Blast,2232.94,1,March,Tuesday,1,13,0,False
2025-03-25 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Tuesday,1,13,0,False
2025-03-26 00:00:00+00:00,Google Ads,Generic Search,4330.12,1,March,Wednesday,2,13,0,False
2025-03-26 00:00:00+00:00,Facebook Ads,Winter Sale,1926.15,1,March,Wednesday,2,13,0,False
2025-03-26 00:00:00+00:00,Tiktok Ads,Influencer Push,1262.72,1,March,Wednesday,2,13,0,False
2025-03-26 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Wednesday,2,13,0,False
2025-03-27 00:00:00+00:00,Google Ads,Competitor Search,3005.61,1,March,Thursday,3,13,0,False
2025-03-27 00:00:00+00:00,Facebook Ads,Lookalike Audience,4712.7,1,March,Thursday,3,13,0,False
2025-03-27 00:00:00+00:00,Tiktok Ads,Influencer Push,3632.13,1,March,Thursday,3,13,0,False
2025-03-27 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Thursday,3,13,0,False
2025-03-28 00:00:00+00:00,Google Ads,Competitor Search,3065.28,1,March,Friday,4,13,0,False
2025-03-28 00:00:00+00:00,Facebook Ads,Winter Sale,937.29,1,March,Friday,4,13,0,False
2025-03-28 00:00:00+00:00,Tiktok Ads,UGC Campaign,3267.53,1,March,Friday,4,13,0,False
2025-03-28 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Friday,4,13,0,False
2025-03-29 00:00:00+00:00,Google Ads,Brand Search,4955.24,1,March,Saturday,5,13,0,True
2025-03-29 00:00:00+00:00,Facebook Ads,Retargeting,1130.38,1,March,Saturday,5,13,0,True
2025-03-29 00:00:00+00:00,Tiktok Ads,Influencer Push,2832.48,1,March,Saturday,5,13,0,True
2025-03-29 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Saturday,5,13,0,True
2025-03-30 00:00:00+00:00,Google Ads,Generic Search,4448.18,1,March,Sunday,6,13,0,True
2025-03-30 00:00:00+00:00,Facebook Ads,Retargeting,3833.46,1,March,Sunday,6,13,0,True
2025-03-30 00:00:00+00:00,Tiktok Ads,Influencer Push,3636.57,1,March,Sunday,6,13,0,True
2025-03-30 00:00:00+00:00,Organic,Organic Landing,0.0,1,March,Sunday,6,13,0,True
2025-03-31 00:00:00+00:00,Google Ads,Competitor Search,3661.18,1,March,Monday,0,14,0,False
2025-03-31 00:00:00+00:00,Facebook Ads,Lookalike Audience,2117.71,1,March,Monday,0,14,0,False
2025-03-31 00:00:00+00:00,Tiktok Ads,Awareness Blast,1821.16,1,March,Monday,0,14,0,False
2025-03-31 00:00:00+00:00,Organic,SEO Blog,0.0,1,March,Monday,0,14,0,False
2025-04-01 00:00:00+00:00,Google Ads,Competitor Search,4142.13,2,April,Tuesday,1,14,0,False
2025-04-01 00:00:00+00:00,Facebook Ads,Lookalike Audience,4145.51,2,April,Tuesday,1,14,0,False
2025-04-01 00:00:00+00:00,Tiktok Ads,Awareness Blast,4401.83,2,April,Tuesday,1,14,0,False
2025-04-01 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Tuesday,1,14,0,False
2025-04-02 00:00:00+00:00,Google Ads,Brand Search,4609.58,2,April,Wednesday,2,14,0,False
2025-04-02 00:00:00+00:00,Facebook Ads,Retargeting,2801.04,2,April,Wednesday,2,14,0,False
2025-04-02 00:00:00+00:00,Tiktok Ads,Influencer Push,2756.82,2,April,Wednesday,2,14,0,False
2025-04-02 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Wednesday,2,14,0,False
2025-04-03 00:00:00+00:00,Google Ads,Competitor Search,4092.33,2,April,Thursday,3,14,0,False
2025-04-03 00:00:00+00:00,Facebook Ads,Lookalike Audience,3424.84,2,April,Thursday,3,14,0,False
2025-04-03 00:00:00+00:00,Tiktok Ads,Influencer Push,3658.85,2,April,Thursday,3,14,0,False
2025-04-03 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Thursday,3,14,0,False
2025-04-04 00:00:00+00:00,Google Ads,Generic Search,4081.07,2,April,Friday,4,14,0,False
2025-04-04 00:00:00+00:00,Facebook Ads,Lookalike Audience,4505.02,2,April,Friday,4,14,0,False
2025-04-04 00:00:00+00:00,Tiktok Ads,Influencer Push,2020.98,2,April,Friday,4,14,0,False
2025-04-04 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Friday,4,14,0,False
2025-04-05 00:00:00+00:00,Google Ads,Brand Search,2190.12,2,April,Saturday,5,14,0,True
2025-04-05 00:00:00+00:00,Facebook Ads,Lookalike Audience,922.92,2,April,Saturday,5,14,0,True
2025-04-05 00:00:00+00:00,Tiktok Ads,UGC Campaign,3102.26,2,April,Saturday,5,14,0,True
2025-04-05 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Saturday,5,14,0,True
2025-04-06 00:00:00+00:00,Google Ads,Competitor Search,661.74,2,April,Sunday,6,14,0,True
2025-04-06 00:00:00+00:00,Facebook Ads,Retargeting,2595.19,2,April,Sunday,6,14,0,True
2025-04-06 00:00:00+00:00,Tiktok Ads,Awareness Blast,2941.9,2,April,Sunday,6,14,0,True
2025-04-06 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Sunday,6,14,0,True
2025-04-07 00:00:00+00:00,Google Ads,Brand Search,1789.44,2,April,Monday,0,15,0,False
2025-04-07 00:00:00+00:00,Facebook Ads,Lookalike Audience,3158.75,2,April,Monday,0,15,0,False
2025-04-07 00:00:00+00:00,Tiktok Ads,Awareness Blast,637.25,2,April,Monday,0,15,0,False
2025-04-07 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Monday,0,15,0,False
2025-04-08 00:00:00+00:00,Google Ads,Brand Search,668.07,2,April,Tuesday,1,15,0,False
2025-04-08 00:00:00+00:00,Facebook Ads,Winter Sale,4201.7,2,April,Tuesday,1,15,0,False
2025-04-08 00:00:00+00:00,Tiktok Ads,Awareness Blast,2120.86,2,April,Tuesday,1,15,0,False
2025-04-08 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Tuesday,1,15,0,False
2025-04-09 00:00:00+00:00,Google Ads,Competitor Search,1071.77,2,April,Wednesday,2,15,0,False
2025-04-09 00:00:00+00:00,Facebook Ads,Retargeting,2850.09,2,April,Wednesday,2,15,0,False
2025-04-09 00:00:00+00:00,Tiktok Ads,Influencer Push,3964.97,2,April,Wednesday,2,15,0,False
2025-04-09 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Wednesday,2,15,0,False
2025-04-10 00:00:00+00:00,Google Ads,Competitor Search,1471.19,2,April,Thursday,3,15,0,False
2025-04-10 00:00:00+00:00,Facebook Ads,Lookalike Audience,3303.01,2,April,Thursday,3,15,0,False
2025-04-10 00:00:00+00:00,Tiktok Ads,Awareness Blast,884.06,2,April,Thursday,3,15,0,False
2025-04-10 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Thursday,3,15,0,False
2025-04-11 00:00:00+00:00,Google Ads,Brand Search,732.57,2,April,Friday,4,15,0,False
2025-04-11 00:00:00+00:00,Facebook Ads,Winter Sale,2891.1,2,April,Friday,4,15,0,False
2025-04-11 00:00:00+00:00,Tiktok Ads,UGC Campaign,2932.86,2,April,Friday,4,15,0,False
2025-04-11 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Friday,4,15,0,False
2025-04-12 00:00:00+00:00,Google Ads,Competitor Search,3368.43,2,April,Saturday,5,15,0,True
2025-04-12 00:00:00+00:00,Facebook Ads,Winter Sale,3767.41,2,April,Saturday,5,15,0,True
2025-04-12 00:00:00+00:00,Tiktok Ads,Awareness Blast,4891.33,2,April,Saturday,5,15,0,True
2025-04-12 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Saturday,5,15,0,True
2025-04-13 00:00:00+00:00,Google Ads,Generic Search,2823.35,2,April,Sunday,6,15,0,True
2025-04-13 00:00:00+00:00,Facebook Ads,Winter Sale,1953.3,2,April,Sunday,6,15,0,True
2025-04-13 00:00:00+00:00,Tiktok Ads,Influencer Push,4078.34,2,April,Sunday,6,15,0,True
2025-04-13 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Sunday,6,15,0,True
2025-04-14 00:00:00+00:00,Google Ads,Generic Search,1718.75,2,April,Monday,0,16,0,False
2025-04-14 00:00:00+00:00,Facebook Ads,Winter Sale,2475.37,2,April,Monday,0,16,0,False
2025-04-14 00:00:00+00:00,Tiktok Ads,Awareness Blast,853.05,2,April,Monday,0,16,0,False
2025-04-14 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Monday,0,16,0,False
2025-04-15 00:00:00+00:00,Google Ads,Competitor Search,614.08,2,April,Tuesday,1,16,0,False
2025-04-15 00:00:00+00:00,Facebook Ads,Winter Sale,4831.92,2,April,Tuesday,1,16,0,False
2025-04-15 00:00:00+00:00,Tiktok Ads,UGC Campaign,4261.91,2,April,Tuesday,1,16,0,False
2025-04-15 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Tuesday,1,16,0,False
2025-04-16 00:00:00+00:00,Google Ads,Generic Search,3631.88,2,April,Wednesday,2,16,0,False
2025-04-16 00:00:00+00:00,Facebook Ads,Lookalike Audience,2340.29,2,April,Wednesday,2,16,0,False
2025-04-16 00:00:00+00:00,Tiktok Ads,Awareness Blast,1279.82,2,April,Wednesday,2,16,0,False
2025-04-16 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Wednesday,2,16,0,False
2025-04-17 00:00:00+00:00,Google Ads,Brand Search,1203.97,2,April,Thursday,3,16,0,False
2025-04-17 00:00:00+00:00,Facebook Ads,Winter Sale,1626.09,2,April,Thursday,3,16,0,False
2025-04-17 00:00:00+00:00,Tiktok Ads,Influencer Push,2971.52,2,April,Thursday,3,16,0,False
2025-04-17 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Thursday,3,16,0,False
2025-04-18 00:00:00+00:00,Google Ads,Brand Search,3715.68,2,April,Friday,4,16,0,False
2025-04-18 00:00:00+00:00,Facebook Ads,Winter Sale,3470.89,2,April,Friday,4,16,0,False
2025-04-18 00:00:00+00:00,Tiktok Ads,UGC Campaign,1759.7,2,April,Friday,4,16,0,False
2025-04-18 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Friday,4,16,0,False
2025-04-19 00:00:00+00:00,Google Ads,Generic Search,4796.89,2,April,Saturday,5,16,0,True
2025-04-19 00:00:00+00:00,Facebook Ads,Lookalike Audience,3820.54,2,April,Saturday,5,16,0,True
2025-04-19 00:00:00+00:00,Tiktok Ads,UGC Campaign,2994.59,2,April,Saturday,5,16,0,True
2025-04-19 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Saturday,5,16,0,True
2025-04-20 00:00:00+00:00,Google Ads,Generic Search,3252.74,2,April,Sunday,6,16,0,True
2025-04-20 00:00:00+00:00,Facebook Ads,Winter Sale,2388.2,2,April,Sunday,6,16,0,True
2025-04-20 00:00:00+00:00,Tiktok Ads,UGC Campaign,1614.79,2,April,Sunday,6,16,0,True
2025-04-20 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Sunday,6,16,0,True
2025-04-21 00:00:00+00:00,Google Ads,Generic Search,2101.88,2,April,Monday,0,17,0,False
2025-04-21 00:00:00+00:00,Facebook Ads,Winter Sale,3910.31,2,April,Monday,0,17,0,False
2025-04-21 00:00:00+00:00,Tiktok Ads,Awareness Blast,564.77,2,April,Monday,0,17,0,False
2025-04-21 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Monday,0,17,0,False
2025-04-22 00:00:00+00:00,Google Ads,Brand Search,1022.33,2,April,Tuesday,1,17,0,False
2025-04-22 00:00:00+00:00,Facebook Ads,Retargeting,707.01,2,April,Tuesday,1,17,0,False
2025-04-22 00:00:00+00:00,Tiktok Ads,Awareness Blast,683.28,2,April,Tuesday,1,17,0,False
2025-04-22 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Tuesday,1,17,0,False
2025-04-23 00:00:00+00:00,Google Ads,Brand Search,4349.57,2,April,Wednesday,2,17,0,False
2025-04-23 00:00:00+00:00,Facebook Ads,Winter Sale,3666.46,2,April,Wednesday,2,17,0,False
2025-04-23 00:00:00+00:00,Tiktok Ads,Influencer Push,2633.78,2,April,Wednesday,2,17,0,False
2025-04-23 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Wednesday,2,17,0,False
2025-04-24 00:00:00+00:00,Google Ads,Generic Search,940.25,2,April,Thursday,3,17,0,False
2025-04-24 00:00:00+00:00,Facebook Ads,Retargeting,2712.27,2,April,Thursday,3,17,0,False
2025-04-24 00:00:00+00:00,Tiktok Ads,Awareness Blast,2630.62,2,April,Thursday,3,17,0,False
2025-04-24 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Thursday,3,17,0,False
2025-04-25 00:00:00+00:00,Google Ads,Generic Search,1279.41,2,April,Friday,4,17,0,False
2025-04-25 00:00:00+00:00,Facebook Ads,Retargeting,2452.33,2,April,Friday,4,17,0,False
2025-04-25 00:00:00+00:00,Tiktok Ads,UGC Campaign,2293.27,2,April,Friday,4,17,0,False
2025-04-25 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Friday,4,17,0,False
2025-04-26 00:00:00+00:00,Google Ads,Competitor Search,3271.33,2,April,Saturday,5,17,0,True
2025-04-26 00:00:00+00:00,Facebook Ads,Lookalike Audience,3357.92,2,April,Saturday,5,17,0,True
2025-04-26 00:00:00+00:00,Tiktok Ads,Awareness Blast,703.87,2,April,Saturday,5,17,0,True
2025-04-26 00:00:00+00:00,Organic,SEO Blog,0.0,2,April,Saturday,5,17,0,True
2025-04-27 00:00:00+00:00,Google Ads,Brand Search,2185.76,2,April,Sunday,6,17,0,True
2025-04-27 00:00:00+00:00,Facebook Ads,Retargeting,3316.37,2,April,Sunday,6,17,0,True
2025-04-27 00:00:00+00:00,Tiktok Ads,Influencer Push,2764.11,2,April,Sunday,6,17,0,True
2025-04-27 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Sunday,6,17,0,True
2025-04-28 00:00:00+00:00,Google Ads,Brand Search,4354.2,2,April,Monday,0,18,0,False
2025-04-28 00:00:00+00:00,Facebook Ads,Winter Sale,3464.12,2,April,Monday,0,18,0,False
2025-04-28 00:00:00+00:00,Tiktok Ads,UGC Campaign,1233.2,2,April,Monday,0,18,0,False
2025-04-28 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Monday,0,18,0,False
2025-04-29 00:00:00+00:00,Google Ads,Generic Search,817.56,2,April,Tuesday,1,18,0,False
2025-04-29 00:00:00+00:00,Facebook Ads,Lookalike Audience,3390.89,2,April,Tuesday,1,18,0,False
2025-04-29 00:00:00+00:00,Tiktok Ads,Awareness Blast,619.3,2,April,Tuesday,1,18,0,False
2025-04-29 00:00:00+00:00,Organic,Organic Landing,0.0,2,April,Tuesday,1,18,0,False
2025-04-30 00:00:00+00:00,Google Ads,Competitor Search,3135.99,2,April,Wednesday,2,18,0,False
